index,certificateId,studentName,program,issueDate,file,pdfBytes,rawSha256,canonicalSha256
260,RTU-2026-CS-000260,Marko Petrov,Computer Systems,2026-09-09,cert_RTU-2026-CS-000260.pdf,1385,92c85c59866ce47797421f94bb00dcd8258f89063c576258516a3181d3d47f2a,b69ab8a7411d425a48221e0461045ab83d9fa8ab9052f2ef5bcf608ce25ee7cd
261,RTU-2026-CS-000261,Liga Liepa,Information Technology,2026-10-10,cert_RTU-2026-CS-000261.pdf,1391,5a10c79d6d099a8edbc1109f1adf89dee66c6a811797280f533b76b37815fcee,496f097ca2a6e41b1661e20bc66d09ef26aeaef0adfdb062ac2318d67ab3e9fa
262,RTU-2026-CS-000262,Andris Vitols,Applied Computer Science,2026-11-11,cert_RTU-2026-CS-000262.pdf,1397,f95f58917b087631f1fcccff9ab222749ab7cfeabc9defc3c2602ea6fd24719e,a76d80a530dc7fe1ef3312504d0e8b1e94bf285bb3fd9bde1267d4be42ccce5d
263,RTU-2026-CS-000263,Yuki Tanaka,Electronics,2026-12-12,cert_RTU-2026-CS-000263.pdf,1369,9b6e733e11a26b27937cb1958aeef01c6e63b8f9b25e5f09e33fa6eb48b74fe0,b78ea1b4d82bd065395945fc1856e5572aade3de7258588d5aedf23ebb9e7806
264,RTU-2026-CS-000264,Omar Haddad,Telecommunications,2026-01-13,cert_RTU-2026-CS-000264.pdf,1383,0c41cc34e65ec1a0bfd203837cdc7e9aee1761d1335b6153de5a1013969b8d78,d8742ef209ae46b333e2043fcb42aecb59cd51163cec97da9cf5e7519c6d1446
265,RTU-2026-CS-000265,Anna Novak,Computer Systems,2026-02-14,cert_RTU-2026-CS-000265.pdf,1399,812c62611c00c09b89b831209ff5a828aa3a1b69e6f9e3c8f2cb206f15a5db44,b499820c0cfbc338707d4ff990b484cfa53917bddf39af3135215b583253c916
266,RTU-2026-CS-000266,Pavel Kowalski,Information Technology,2026-03-15,cert_RTU-2026-CS-000266.pdf,1396,164888c872c7b52bf2dcc059282a374cd8402748a02c07a8bd1bdc0b58f3e0d2,e8ef04d30bc5151642d4e0bdbe8d60e1a44442fd5081035f09c8fc6996032d0b
267,RTU-2026-CS-000267,Nadia Saar,Applied Computer Science,2026-04-16,cert_RTU-2026-CS-000267.pdf,1386,a5bbb76a8bd4a58004936467cb88b4b75424751ea34f2a241fe538db2db17eb7,1b0e9efb23fd37e3122f4bfdd65f58dac4aad467650d5998c8715abde4da674b
268,RTU-2026-CS-000268,Tomas Lapsa,Electronics,2026-05-17,cert_RTU-2026-CS-000268.pdf,1372,2b67c65819c7c86bb61861b0f61937512732ac717661b89e566eb52f0dca671b,d545ac975447ef24c2222914375971ab01c36cde7ec24e3e3f14868f930ce6ce
269,RTU-2026-CS-000269,Ines Costa,Telecommunications,2026-06-18,cert_RTU-2026-CS-000269.pdf,1392,cd8475d31de05d56cfc2909b922a6ddd152bf83c91a2f0f3c347cd0393ac8fcf,e734034b6887527199156240ace786103d8fe7e282dfcd4ca872d78e64a97379
270,RTU-2026-CS-000270,Karl Meyer,Computer Systems,2026-07-19,cert_RTU-2026-CS-000270.pdf,1392,941efecaa62974af5189239c2fc3fd9941c233c4d6076e0b75f28a5aeec6dd07,40330fbec9a9a36064f4fbfcb42260db13866a7a317c7c0eb8d21f6660682c2e
271,RTU-2026-CS-000271,Rita Zarina,Information Technology,2026-08-20,cert_RTU-2026-CS-000271.pdf,1384,9051cb85a362cd4e04fd358e7fc6a0732ae961906386d98e1082130822e76284,45cc3428db14e4fe0cf13a8dde8c98875194d650689df53f7769d7743c596987
272,RTU-2026-CS-000272,Hasan Berzina,Applied Computer Science,2026-09-21,cert_RTU-2026-CS-000272.pdf,1392,08355c7a110f4df3a0dfd4396530378b2ea6f6d7d9b8e3fccca353e87a88a30d,055b79a444c49f66bbeaecccb20861f78d303e1693c5ad5676cf909bc64e0188
273,RTU-2026-CS-000273,Elina Ozols,Electronics,2026-10-22,cert_RTU-2026-CS-000273.pdf,1385,bc15b38e21d41cf090ba35d4859366ed0237cce577a547e0a60d1634e8190702,5a52c4413d7d2484557e8edd629ef09aa1792c23bc72e6f6238045473edcd102
274,RTU-2026-CS-000274,Janis Kalnina,Telecommunications,2026-11-23,cert_RTU-2026-CS-000274.pdf,1394,e0ac575bba2027564f68748a489db8b46a980025e8aa2d8d9aa752e968eeb1a8,cccec3290535f17f1771d02849afcf09c77b156722a4874a3903033a78348547
275,RTU-2026-CS-000275,Sofia Petrov,Computer Systems,2026-12-24,cert_RTU-2026-CS-000275.pdf,1385,32563d867945149540ee69e369f9e0a4ab9b44d51b970904b5f47934c6130673,22f763f5ac4b3f479a36db187a2e16a7793afaf583c15855b311907921d4e7b8
276,RTU-2026-CS-000276,Marko Liepa,Information Technology,2026-01-25,cert_RTU-2026-CS-000276.pdf,1386,91a9f5fd03148497066fd48935115956d29e0642089a7b5eaf3b1a934402b85d,01f87089ed90ae01b17b51471506686142c6066446f72d319c4489a2b995c9c7
277,RTU-2026-CS-000277,Liga Vitols,Applied Computer Science,2026-02-26,cert_RTU-2026-CS-000277.pdf,1399,f19cb7df62b3c1533e82bb0df00e60b8580407ad1ccdb18bfb76ef95ac390af0,978ec54a3e7c99e71e8a81871df6441947e1af0926a397b1ef0cd293ed5f9672
278,RTU-2026-CS-000278,Andris Tanaka,Electronics,2026-03-27,cert_RTU-2026-CS-000278.pdf,1381,3e2bdd55c05c2d071c6c05e3b499072def0beee53f99c0a86191a4d852ebb241,60cf6c77a75ce178d6538676959d2ce3ce0a0eb84a75e97648d167a5ae9e9891
279,RTU-2026-CS-000279,Yuki Haddad,Telecommunications,2026-04-28,cert_RTU-2026-CS-000279.pdf,1384,3f2e9bf97215d63bf33548df8834c2e0338afc59673fe6c6ad4eb85c2b1b9381,718d5b92276b8e5cf47f72cf3d56701a9d0966fe57b698c6d68bc984d51a9dee
280,RTU-2026-CS-000280,Omar Novak,Computer Systems,2026-05-01,cert_RTU-2026-CS-000280.pdf,1388,f846955da44b4f88544263fafd2e8a1c356afad2d8e19af49dc9ca42d540df9c,787209d615a8f568969d1c6653450b5abc09ddb71e5cdea963d0b485468ddab4
281,RTU-2026-CS-000281,Anna Kowalski,Information Technology,2026-06-02,cert_RTU-2026-CS-000281.pdf,1399,b5260b61a3f03bbe9d956e15ea32874f2621c371120ba2f71d86da351099cf59,c131c1678390e8097598a81f559ed114891a6bd7948f7982d1ecf546fea4c9ee
282,RTU-2026-CS-000282,Pavel Saar,Applied Computer Science,2026-07-03,cert_RTU-2026-CS-000282.pdf,1394,a54947ae53b7c20f7cef8357aad1c1b3ab67e1aab827ce8bff9edb99a0e7a4ec,52632f50f94cd0ebf752c1dddc9d0ee63f622d4999b3f4ca880589cf34842eb4
283,RTU-2026-CS-000283,Nadia Lapsa,Electronics,2026-08-04,cert_RTU-2026-CS-000283.pdf,1374,0ee7857464b9dde61896e825e0c573d2dfef4ec5b86ac72e13db4d241c3e3186,f90e3c6458ebb6cde66a4bc89f0c98467069536ce0f7ecfae4911d7b79e66a63
284,RTU-2026-CS-000284,Tomas Costa,Telecommunications,2026-09-05,cert_RTU-2026-CS-000284.pdf,1382,1e23962edeadc13fe62ccd8f175d09ca3491ec2351c339afbe2533be16a62da8,0528affebc22e1f5f144157780e559337cdab703e4c1260701944f182c307c27
285,RTU-2026-CS-000285,Ines Meyer,Computer Systems,2026-10-06,cert_RTU-2026-CS-000285.pdf,1396,82205da83e8fbe4987bb083d370db6ddc30d4cf2352f19e24f96aba933d76d9c,0562be6c980c64f630090dfa04dd31d7fb3eecba2812c2973db6702e46b9d3a0
286,RTU-2026-CS-000286,Karl Zarina,Information Technology,2026-11-07,cert_RTU-2026-CS-000286.pdf,1394,d1241f62be6e00bd335cb242bebf7f1413a414ea7b48beeb2bfb93f9af78cf13,ec8845e46dd4addbea3079553d7d71d1a23778cd85191bd0b6de70429ec08297
287,RTU-2026-CS-000287,Rita Turan,Applied Computer Science,2026-12-08,cert_RTU-2026-CS-000287.pdf,1389,3b99bb4fc102dd21a344833c92d39d2aa692e60981626bde23fa0c4fa8f11f93,5e6b053d56bc8f62823accb81a36c4659d7ce9b70fb42b59cab30799bbdc36ec
288,RTU-2026-CS-000288,Hasan Ozols,Electronics,2026-01-09,cert_RTU-2026-CS-000288.pdf,1374,d698ba7034e897e449dd4250227d654ecb718f7259604da9721913f5cfba6da2,d7bed4dc7903b5d3cc234e34e55307aa8fd6f41688c4d9d3aa7efde092694488
289,RTU-2026-CS-000289,Elina Kalnina,Telecommunications,2026-02-10,cert_RTU-2026-CS-000289.pdf,1398,652a34dbda161a02dd2f06ec3700f7fbbf40821f83d6af14e7fb4f463b571192,728b603a8a8851593f583428f44cea9154ff79a5e2be7ada434af6c18e20e570
290,RTU-2026-CS-000290,Janis Petrov,Computer Systems,2026-03-11,cert_RTU-2026-CS-000290.pdf,1396,4728826b2644ba4dcad61f28e6d48892a2c28065899efa72dc5322aca6cb3f74,1e0940b4e51163440dd9071d6005b62d318a7f33d7b12afc71780ac3c8d52732
291,RTU-2026-CS-000291,Sofia Liepa,Information Technology,2026-04-12,cert_RTU-2026-CS-000291.pdf,1386,b2f5632d3942a81942dbdd6d43b83439e853a1b156a8c35b8997bb5841fc27f9,24df7d82828f592a1ed3b58acc22dd5ffb538ff74b2da06b12889b61bf3fb592
292,RTU-2026-CS-000292,Marko Vitols,Applied Computer Science,2026-05-13,cert_RTU-2026-CS-000292.pdf,1393,63c174d462336b45d59967e0ca8404ec4a0be74bc4fbf4f6f1f623cdf70ac3c0,8e726db46f82caf6dc8eb3831ae48718db5b098af90a9170a23c230c72e40b62
293,RTU-2026-CS-000293,Liga Tanaka,Electronics,2026-06-14,cert_RTU-2026-CS-000293.pdf,1386,f80c9d02aa960eac6e3b8d9929d73707e9a8bcd242118ef1f81fc68dd0e42886,19362aee99e3cd0a5f945f32bfb5ef33886d9efccc61dde51c86594f1a50c3f9
294,RTU-2026-CS-000294,Andris Haddad,Telecommunications,2026-07-15,cert_RTU-2026-CS-000294.pdf,1395,d59c2676da2fc258875d3812104534ffdba2879fac8c5224a1a773578b5babd1,0717fde3133a82a399a900b269e73d19a2e8cc03dd1e412becab304d81e5865f
295,RTU-2026-CS-000295,Yuki Novak,Computer Systems,2026-08-16,cert_RTU-2026-CS-000295.pdf,1386,43fbb283d2391b6d633d779ac6d8ec92fbc053a44d6f8a9953a099a29b1846a0,7b27352f6c52bd80bbe7b4198ea3c963e2107a1684be248735784b009aa46f54
296,RTU-2026-CS-000296,Omar Kowalski,Information Technology,2026-09-17,cert_RTU-2026-CS-000296.pdf,1388,96c2f8f8adff894dd539cef8302a0ef8ed004885cd260c7a2c2df34e3b996768,586bb266155b4de88f917e9dcc5a4d92f738b412179b0da1522113c6176103a9
297,RTU-2026-CS-000297,Anna Saar,Applied Computer Science,2026-10-18,cert_RTU-2026-CS-000297.pdf,1397,57c0528e40a0e1a957789a95d06538bfd49838bfcf72cee1d50e99465acb5b47,cbcbd99900723d9f7858b241e25f4a0269ff448dae727ab3ee617dec46e213b0
298,RTU-2026-CS-000298,Pavel Lapsa,Electronics,2026-11-19,cert_RTU-2026-CS-000298.pdf,1377,6ceae03df3fe7c3bfbd4695b58d219ecaf1c97fb3af2e917c4e0cd5badaa2e43,d002481f77b0d6f85673ed77517009087035539bc737a815cea34caf13096d87
299,RTU-2026-CS-000299,Nadia Costa,Telecommunications,2026-12-20,cert_RTU-2026-CS-000299.pdf,1385,4a0203a29281ccf0b1b17b792000fb956f8f1b8fcaf955643e4473f958ef90e2,86c584279cd5a0b6a80d5d52e7a413ddc09cf98b0b6ca2888c1eafe9f9398311
300,RTU-2026-CS-000300,Tomas Meyer,Computer Systems,2026-01-21,cert_RTU-2026-CS-000300.pdf,1383,fd2fa81a6017b37b364cbf6618ae4ffa98d085efb50bee4c2935b8990273c08d,93530a965b27f8a036f18f85bd7c495975cc87594a5cac206dd0aee60e48aaa7
301,RTU-2026-CS-000301,Ines Zarina,Information Technology,2026-02-22,cert_RTU-2026-CS-000301.pdf,1395,73a17d56b8e18df6aea476f314d5e84ba4abd0e2d0f4a157e8bfc24b64b1c020,1fabae82b8705da027c9d82a04ad3d7b21fbed407099b56ccd38c29d65efc00b
302,RTU-2026-CS-000302,Karl Turan,Applied Computer Science,2026-03-23,cert_RTU-2026-CS-000302.pdf,1396,3fbe96e5bd299d2e2e5a7fa7f6e998a500bed8d7f2fe0c8b54a790a993eb846a,29fb7bea95d58b85cf7a033a24e4798d95087d56532e47ff1596aa3520790177
303,RTU-2026-CS-000303,Rita Berzina,Electronics,2026-04-24,cert_RTU-2026-CS-000303.pdf,1370,aec1e7a96b8ce47bd803baf738ae364c1b0241866a86d1f869f62604fcee2c04,fbfaafa6482b24603ac513a9c8c55781d0b43e47bc2370dc6f1e3001cb4bd46c
304,RTU-2026-CS-000304,Hasan Kalnina,Telecommunications,2026-05-25,cert_RTU-2026-CS-000304.pdf,1387,fd6e86bb5fd7819c1461beb3091d0f236ec93cc47670d83e33e27f4ca3c2cc80,0c4e87ef6d2ec4c6cca94af06b741f9fb532686e52c7c0a519efb1e88e791f0e
305,RTU-2026-CS-000305,Elina Petrov,Computer Systems,2026-06-26,cert_RTU-2026-CS-000305.pdf,1397,faecc53df4681bff7e7ca9f2faec688db11b5724a8090627196228952feed3dc,eb20200d878aab04b928b6b2f83add437d0d6de9023b1e67a60c2ee67c0f808b
306,RTU-2026-CS-000306,Janis Liepa,Information Technology,2026-07-27,cert_RTU-2026-CS-000306.pdf,1392,0de5d0767982a76d2138ba5dc3a9e766d9bf1b9fe9b70713c2feaf9d4bd55bf1,2d7d20710279677b0f44af92845aee4a7f56fa1d5e00c0d61c666be48b4d257b
307,RTU-2026-CS-000307,Sofia Vitols,Applied Computer Science,2026-08-28,cert_RTU-2026-CS-000307.pdf,1386,fa33d04f12c03875ceb3089946c06ac29670420fd0ffa2b9465a664bb69d9946,ed93db68e53a5495f2f3f897401bd2e7ff41d03161b92d3ae1d7b9fbf00dfee0
308,RTU-2026-CS-000308,Marko Tanaka,Electronics,2026-09-01,cert_RTU-2026-CS-000308.pdf,1370,fa0d794e3334d6c5ee5004f9e9304c5c1b272f287356f16559622bb5ba34750d,298aea80b3440ff533f619d0fb9176c66dfbc6b573ecf5785a9028f541a17a5d
309,RTU-2026-CS-000309,Liga Haddad,Telecommunications,2026-10-02,cert_RTU-2026-CS-000309.pdf,1391,40950a9f78a309b6fb2e3e61b1d200589b072a81a15abbbf47ee509dd95f0902,2a5fca9dc24e388f0066bb5dbd09cb0576745402d54185bf0d687305586ca5e1
310,RTU-2026-CS-000310,Andris Novak,Computer Systems,2026-11-03,cert_RTU-2026-CS-000310.pdf,1395,01a6e4fd76a3224083a26fcd194c2d9b752fc45d037afa001d65e97e7531d777,21118f675af9ee264e7f8b33134f3ba604aee4863056ac5fa0d1ffefce3d26b4
311,RTU-2026-CS-000311,Yuki Kowalski,Information Technology,2026-12-04,cert_RTU-2026-CS-000311.pdf,1387,203cf1ba31b56493c70206c5beba85e319c0623fbe9f52bac70a75be50f44400,ade65149fb613a2e9d1ae0d133a440cc076a543aa6e7d8ecb20c89fe23b6f057
312,RTU-2026-CS-000312,Omar Saar,Applied Computer Science,2026-01-05,cert_RTU-2026-CS-000312.pdf,1385,721eecba2c23c4f75dfaab17137ccb388fc6d25e067297103519b55cf15ad40c,5c40ff9f815dd951267ec5758ecb97707a4e2d773c6230c67d36595b06b7fa19
313,RTU-2026-CS-000313,Anna Lapsa,Electronics,2026-02-06,cert_RTU-2026-CS-000313.pdf,1380,3164306f9ba3f1ef62a30ef05d90cba1b0e6abb5754aa016ec6f911f8897a866,d252554c959ba4346804731a26d5729b7867ff4493cd18cb3b4d70560b0169ad
314,RTU-2026-CS-000314,Pavel Costa,Telecommunications,2026-03-07,cert_RTU-2026-CS-000314.pdf,1389,643929e2ecd8cc98fbc99e8235489874e5da778f90ecfb50a5280650038ab789,d1625b41fd02459e9406d1826cbfac0e402d8ae85e3d8ec8b14d4bf565cc9add
315,RTU-2026-CS-000315,Nadia Meyer,Computer Systems,2026-04-08,cert_RTU-2026-CS-000315.pdf,1384,7dddbca4fd79a656cd26f9f2a092abf413f944da6339cb5f9c974665cef9938f,45ee32035de3253178ddd5237f6e19b69bea297c6a37281fac837ede07abc66e
316,RTU-2026-CS-000316,Tomas Zarina,Information Technology,2026-05-09,cert_RTU-2026-CS-000316.pdf,1380,254294f5c5f86dea2c12b7b8cfa79f3dbfc282fd4d2050702d959dddf958eb8d,af32fa384b932118df540c1761a58106cd7f93cc464f49f2f471eb8452c46182
317,RTU-2026-CS-000317,Ines Turan,Applied Computer Science,2026-06-10,cert_RTU-2026-CS-000317.pdf,1400,54a4fffba5f2f2d2fd7060f880b0c6e956301ec470295e596724360f6b2d9383,32e6b2f9f58f08fa574f90a3770ad1aa2611faf9640bab9a0456ff6826385111
318,RTU-2026-CS-000318,Karl Berzina,Electronics,2026-07-11,cert_RTU-2026-CS-000318.pdf,1378,c2707325cb6c63e64d68be7750d608b0b9302c87ef846a184763a9a6d3ac6d64,281d3179ac49fcb2dc5d84c0c2390f775b68e246ba09ab84b280ef2319a6ed88
319,RTU-2026-CS-000319,Rita Ozols,Telecommunications,2026-08-12,cert_RTU-2026-CS-000319.pdf,1382,edb8e03f35ce39928e9264f969ba682ecfc3f813e37958557fd82552787686ce,9c35954d9911f9f4ce1530272bc219a9bcdd4fd3545b18bafe62f1ef193bc76c
320,RTU-2026-CS-000320,Hasan Petrov,Computer Systems,2026-09-13,cert_RTU-2026-CS-000320.pdf,1387,0b1439be32cc0e0dbe158215e129445ceed513fe39a5226bae21f7800c5d1c90,3f326320fdeb7a8ef03aac9c576fb6896d9a3bdbb0a19effe1335c863683e696
321,RTU-2026-CS-000321,Elina Liepa,Information Technology,2026-10-14,cert_RTU-2026-CS-000321.pdf,1396,7253bd2aa619e5e7713fc57ed92d24a403fde66545fed613d46019fa019d3170,46b24273a6d34f613395b931d1705148e80af294d2fbba1cbda2cd0cf871f269
322,RTU-2026-CS-000322,Janis Vitols,Applied Computer Science,2026-11-15,cert_RTU-2026-CS-000322.pdf,1397,3155fbe52091f3aca4264ba3d48ac40c7d5b8654876909079cb03345f93dbb04,cf81670609b9ca6ad01da15cf8a3ff0d3239d94b86646a4058934125416ee60d
323,RTU-2026-CS-000323,Sofia Tanaka,Electronics,2026-12-16,cert_RTU-2026-CS-000323.pdf,1369,a2a0f754fe13ddb11336594649a6d98067d151498b873f3a9a7de15698819b69,7ba87146970127c65ead380ad96f494c736b4c63a6d616fe577e340a992f1b3a
324,RTU-2026-CS-000324,Marko Haddad,Telecommunications,2026-01-17,cert_RTU-2026-CS-000324.pdf,1386,bb9055e5d2515ae6fccf86b9dd623142ca26fecd5cef27c5bd1c6bc7fdbc63ca,79531fea598952c8d901ba8e36a6eb4e91ba261d8a99fa1a3e1642b70986c5ca
325,RTU-2026-CS-000325,Liga Novak,Computer Systems,2026-02-18,cert_RTU-2026-CS-000325.pdf,1396,a9703f4c36175db463c2f56c06cd121c2281e437671b0eb792b14cb440b2b542,2e86bad438ef0d229a7f49416b010f0e68f4a8f6217d04419a35778e6f8ecf63
326,RTU-2026-CS-000326,Andris Kowalski,Information Technology,2026-03-19,cert_RTU-2026-CS-000326.pdf,1396,c6a59b5a48457fe1997a1f45465e74f1c9f37c36c325ceeaaf1f7aee4d64c340,c970f27fecbe55c86be01c89366e36c811bd0d9c954234a90f8330f94753be8a
327,RTU-2026-CS-000327,Yuki Saar,Applied Computer Science,2026-04-20,cert_RTU-2026-CS-000327.pdf,1384,866522bdf314ffdf1ed1b0ea4fd5929f87314ca59e56ae34aa49990b78d724a9,2affd4b17842bd1b18368ff798fbbab497e5d6836a884c83764d8b1c94db7793
328,RTU-2026-CS-000328,Omar Lapsa,Electronics,2026-05-21,cert_RTU-2026-CS-000328.pdf,1369,0c2efcc04f3b8b1c603730156e4e2741614a06beeb6f4ab21bf3957a6f115bdf,8d1dfdb02d7094357690420d3e01e529f94829c263e5cf1d6ef199999af25b29
329,RTU-2026-CS-000329,Anna Costa,Telecommunications,2026-06-22,cert_RTU-2026-CS-000329.pdf,1392,664bc664ab08a088600caa2c940fd90afd61b8a087cec6728611dc93e9a9bab5,54eb669f52862f09b98cb980495a73dc7a19dc5364133ff7ca5d339270e20480
330,RTU-2026-CS-000330,Pavel Meyer,Computer Systems,2026-07-23,cert_RTU-2026-CS-000330.pdf,1392,2e6078af5865d9f17ad3cebb65168744d30600b0a25c7b2b662be316958d3f96,e5d88dc393155b4c44d95025853cdf8edcf5b86d13d8f6b10326e9651e23fb1c
331,RTU-2026-CS-000331,Nadia Zarina,Information Technology,2026-08-24,cert_RTU-2026-CS-000331.pdf,1384,3d25a3edf919a74371bc316db545f022654090e959b5403b131eb2f8a3e5bec7,8d383b44214ba9c3e798b66f04831fad05fc9a1f2ca93777f9175d5efb5059e9
332,RTU-2026-CS-000332,Tomas Turan,Applied Computer Science,2026-09-25,cert_RTU-2026-CS-000332.pdf,1389,4ad33665ce0f81f149fc8e10b0c5e44318a8ca0fb27846fd2fac70b5b3ffa6aa,922a371a58cbdc62ee4bce341ee9c094933bd5261aef3ec0652b513939305bef
333,RTU-2026-CS-000333,Ines Berzina,Electronics,2026-10-26,cert_RTU-2026-CS-000333.pdf,1378,c942d359eabd2dc041de87efefe758e90d2ef5634c27c31e4083acbe64088123,c5aed3c223eb04657122600c5b752f8f929885c6cec2e1087a1b7b784fc1a7fa
334,RTU-2026-CS-000334,Karl Ozols,Telecommunications,2026-11-27,cert_RTU-2026-CS-000334.pdf,1391,0f6e1e4282cef20abb91373cd8d80c830d5057d5cec3ef3a11795a008529adc7,6a1318f390187d5b7c11d129d3c7c42b2e73c397b70ee7366e0a80af2d53056c
335,RTU-2026-CS-000335,Rita Kalnina,Computer Systems,2026-12-28,cert_RTU-2026-CS-000335.pdf,1382,72fb2387b693f67e8932abc4b334a5c5584ddcbe925fedb5f24bc161c09e145e,e9d9732d1764785d260a312d89b1c3c656ab82326ce44cce0bf5a6bb084aea31
336,RTU-2026-CS-000336,Hasan Liepa,Information Technology,2026-01-01,cert_RTU-2026-CS-000336.pdf,1384,c4f42c12a2e7d0c8143359e645fe28663902f28e762d8139ff1f7fc20a6b6455,e5803c265619a2c918ded2171b3099f720433f7740eb2f84d1e3e2e853415e98
337,RTU-2026-CS-000337,Elina Vitols,Applied Computer Science,2026-02-02,cert_RTU-2026-CS-000337.pdf,1398,5d5cee4d79a9ba57ef01849a414f6d5d95fd963a0739ba0cc44a3aa43274c5cc,03f3c7699747f44f710d73466b1d93bb8016ad72e0c98b36d019fb518f83c748
338,RTU-2026-CS-000338,Janis Tanaka,Electronics,2026-03-03,cert_RTU-2026-CS-000338.pdf,1375,851c9109b226a26ffecad8ae21226e363356e243b8c1bf28cdb4a57a8cad19c3,f11aeed46f76a1689e88d32eae0f81015fd9e05d04c357530915ae998df4cd9f
339,RTU-2026-CS-000339,Sofia Haddad,Telecommunications,2026-04-04,cert_RTU-2026-CS-000339.pdf,1378,75830a9e5366b560d5d8d0bc1f7b75ced30d8f456acf022625a6ff79ec938b4c,0408e3f64d5003d976457e2b1bbf28ff0c9f98fe2fcb22de7fd86f4849f63c37
340,RTU-2026-CS-000340,Marko Novak,Computer Systems,2026-05-05,cert_RTU-2026-CS-000340.pdf,1389,0b7a84a3b79e9abbdcee6dc70f8efa9e5d4004dd0d989099b71cf14b36a73909,68cc2a0e1a902c7fe17c1214eebdd769cdf0f4868bfaa97dab964b71012b050a
341,RTU-2026-CS-000341,Liga Kowalski,Information Technology,2026-06-06,cert_RTU-2026-CS-000341.pdf,1395,d2ce2d2a3f2a900018f13042b904ee0175dd6ff01d72b24abdd8ea63435b98fa,e3334394acaa1edfe1b1ca68c2dfb006a82b5367d53a8dd933883989c713a607
342,RTU-2026-CS-000342,Andris Saar,Applied Computer Science,2026-07-07,cert_RTU-2026-CS-000342.pdf,1395,fb1e9c8a64206323ea5a3056867b888c362e3a0cb339ea40f8d9bb5e7bca5bb2,15c2d8dd1d2a95a1a97faded2d407c2dd905c179719a7fd7135ff54e688c740d
343,RTU-2026-CS-000343,Yuki Lapsa,Electronics,2026-08-08,cert_RTU-2026-CS-000343.pdf,1369,164ccd33a665e3fa265db3170c9c65c17f4673fe28e6e7ca56050d2508ed97aa,31b216f22e089fb2ffacb1658b75942e520ad7aa7409aa1147660e83ebf8e91c
344,RTU-2026-CS-000344,Omar Costa,Telecommunications,2026-09-09,cert_RTU-2026-CS-000344.pdf,1381,3fabe3c99223e1fc8125031945ce1e0a0fb4b985752296408bd4a6e561c29ddb,618c96144d70fad655bb3a5c1187e087afff6e8dafed0603ab9b1dc79c89aa82
345,RTU-2026-CS-000345,Anna Meyer,Computer Systems,2026-10-10,cert_RTU-2026-CS-000345.pdf,1395,38bcb3898a4a2e3de6b6efec6e42f122dddb5337a78d7b83a14bdd689d940700,cebe3e762ad75198e9720d21039d38250b6789f0fdf2d5586c11310d5ab668f3
346,RTU-2026-CS-000346,Pavel Zarina,Information Technology,2026-11-11,cert_RTU-2026-CS-000346.pdf,1392,9f3337ae35a2c576dffd10cbab824543c6e4967b8274bca6161b2efdf8e020c2,0580f46c47f1f196de3c256a449c7726d1971b9e682157d70fdec864f6c8069a
347,RTU-2026-CS-000347,Nadia Turan,Applied Computer Science,2026-12-12,cert_RTU-2026-CS-000347.pdf,1389,9d974ff6ec920b46e799f6394e798cb6bc7ccf9f80752a3d654a79ddd4db9d65,5f0eaaaaf9b57dc09f9ee48f7f0f753d6675f366ca76b5040275fcdd2a9a7e66
348,RTU-2026-CS-000348,Tomas Berzina,Electronics,2026-01-13,cert_RTU-2026-CS-000348.pdf,1374,cec697cd28fe45664d3847ac74f97120e1ced621435906f4299d4d7c6d3063a4,ecb53ae2d2fbe1d3e25e808f5266cafcf712e560c36cbe589c1cb7b5767bc731
349,RTU-2026-CS-000349,Ines Ozols,Telecommunications,2026-02-14,cert_RTU-2026-CS-000349.pdf,1397,008d2ddcc2da23aeb1c1698a0b6979246168a180c1d7014bf3df3518379631b7,268b23df71229ff454a8d2855f35b19dd21d2036ffc9bd2b34bd6509ce04a410
350,RTU-2026-CS-000350,Karl Kalnina,Computer Systems,2026-03-15,cert_RTU-2026-CS-000350.pdf,1394,3a3322ce8c87455385c0de87cff45eb404993288da6f883a325882a76d5c8fc3,7327d361be2228010efda5a58210ac587dd5ec88cfcabec99311cdcb370da9d4
351,RTU-2026-CS-000351,Rita Petrov,Information Technology,2026-04-16,cert_RTU-2026-CS-000351.pdf,1385,2735ce5dbf7a6b83c649b99a98c1afe85788f00d38d17e5b26bb0cb0d91f6e5a,dc9c07d0c65e89ce6b5e0b0bdfe46fe0ffe7cca8bd10175a146e90e31800cf61
352,RTU-2026-CS-000352,Hasan Vitols,Applied Computer Science,2026-05-17,cert_RTU-2026-CS-000352.pdf,1393,7b3ca86a4adef6fb7ac9626b13fb26c2209b6a3ffde1f28ef4e541ef2f98fd9c,34a16853f0fe141bba081b0beaffbcfa5a61f7ec5e1ff376823274294e9c0c6b
353,RTU-2026-CS-000353,Elina Tanaka,Electronics,2026-06-18,cert_RTU-2026-CS-000353.pdf,1383,6d314a9ac3f8bccc31867d4eff1698457b89dd79e07a12bf49272533f0557558,cdd420e5240eccc26d208db2075d2891d3de4ce6c12cb573c6749d32365efce6
354,RTU-2026-CS-000354,Janis Haddad,Telecommunications,2026-07-19,cert_RTU-2026-CS-000354.pdf,1393,0142f8bcdba293392c210465cd97eecf99248b0bd19f6232f0b0e12ab10d8c0a,5152dd8d2476fad83f06c3c799f4dafd4f405af13e632136aba1675e6100aec8
